"STATION","NAME","DATE","TMAX","TMIN"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-01","-3.3","-10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-02","-2.2","-17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-03","-5.6","-15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-04","-2.8","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-05","2.2","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-06","1.1","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-07","1.1","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-08","0.0","-11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-09","-1.7","-16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-10","3.9","-6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-11","3.3","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-12","1.7","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-13","0.6","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-14","0.6","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-15","2.8","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-16","1.7","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-17","1.1","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-18","-0.6","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-19","-1.1","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-20","-4.4","-14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-21","-3.3","-13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-22","-1.1","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-23","3.9","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-24","0.0","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-25","-1.7","-9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-26","-2.2","-11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-27","-2.2","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-28","-3.3","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-29","1.1","-8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-30","6.1","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01-31","3.9","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-01","2.2","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-02","-1.7","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-03","-6.1","-11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-04","2.2","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-05","1.7","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-06","0.6","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-07","2.2","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-08","3.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-09","11.7","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-10","11.7","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-11","-3.3","-12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-12","3.3","-7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-13","1.7","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-14","3.3","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-15","1.1","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-16","1.1","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-17","-1.1","-11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-18","-1.7","-11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-19","5.0","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-20","5.6","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-21","1.7","-10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-22","-4.4","-11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-23","0.6","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-24","-1.1","-6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-25","11.7","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-26","5.0","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-27","3.3","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02-28","-0.6","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-01","5.0","-6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-02","6.7","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-03","7.8","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-04","6.1","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-05","2.2","-8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-06","-0.6","-6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-07","2.8","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-08","1.7","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-09","0.0","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-10","6.7","-6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-11","5.6","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-12","3.9","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-13","6.7","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-14","10.6","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-15","8.9","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-16","4.4","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-17","1.7","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-18","7.8","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-19","8.3","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-20","12.2","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-21","13.9","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-22","12.8","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-23","11.1","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-24","8.9","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-25","-1.7","-7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-26","-2.8","-13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-27","1.7","-8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-28","7.8","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-29","6.7","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-30","10.6","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03-31","8.3","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-01","5.6","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-02","12.8","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-03","11.7","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-04","12.2","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-05","15.6","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-06","20.0","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-07","20.6","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-08","25.0","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-09","23.9","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-10","11.1","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-11","14.4","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-12","21.1","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-13","16.7","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-14","17.2","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-15","16.1","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-16","6.7","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-17","6.7","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-18","11.1","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-19","14.4","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-20","13.9","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-21","22.8","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-22","22.2","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-23","25.6","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-24","23.9","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-25","15.0","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-26","18.9","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-27","18.9","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-28","16.7","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-29","17.8","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04-30","26.1","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-01","26.7","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-02","28.3","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-03","28.9","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-04","28.9","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-05","22.2","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-06","20.6","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-07","23.3","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-08","22.8","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-09","24.4","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-10","26.1","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-11","26.1","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-12","17.8","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-13","19.4","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-14","21.1","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-15","19.4","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-16","18.3","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-17","28.3","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-18","27.8","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-19","24.4","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-20","24.4","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-21","24.4","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-22","20.6","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-23","18.3","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-24","14.4","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-25","17.2","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-26","15.0","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-27","13.9","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-28","21.1","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-29","20.6","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-30","17.8","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05-31","18.3","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-01","17.2","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-02","15.6","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-03","15.0","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-04","18.3","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-05","17.8","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-06","16.1","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-07","23.3","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-08","25.0","8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-09","26.1","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-10","27.2","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-11","28.3","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-12","28.3","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-13","31.1","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-14","32.2","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-15","32.2","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-16","27.2","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-17","26.7","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-18","30.0","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-19","31.7","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-20","30.6","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-21","22.8","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-22","22.8","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-23","22.8","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-24","26.7","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-25","28.3","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-26","28.9","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-27","30.6","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-28","31.1","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-29","31.1","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06-30","30.6","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-01","28.9","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-02","21.7","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-03","24.4","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-04","28.3","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-05","27.8","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-06","25.0","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-07","24.4","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-08","31.7","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-09","31.7","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-10","31.7","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-11","30.6","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-12","26.1","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-13","25.6","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-14","28.3","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-15","31.1","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-16","31.1","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-17","30.6","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-18","29.4","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-19","31.7","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-20","32.2","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-21","30.6","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-22","33.3","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-23","32.8","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-24","33.9","22.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-25","32.2","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-26","26.7","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-27","25.6","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-28","28.9","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-29","30.0","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-30","30.0","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07-31","31.1","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-01","32.8","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-02","31.7","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-03","30.6","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-04","31.7","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-05","32.8","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-06","33.9","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-07","34.4","22.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-08","36.7","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-09","35.6","23.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-10","32.2","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-11","27.8","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-12","27.2","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-13","26.7","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-14","26.1","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-15","27.2","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-16","26.1","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-17","23.9","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-18","26.1","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-19","24.4","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-20","23.9","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-21","26.7","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-22","25.6","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-23","25.0","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-24","26.7","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-25","27.2","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-26","26.7","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-27","28.9","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-28","27.8","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-29","26.1","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-30","29.4","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08-31","28.3","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-01","23.9","8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-02","25.0","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-03","28.3","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-04","27.2","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-05","24.4","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-06","28.3","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-07","31.7","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-08","30.6","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-09","25.0","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-10","23.9","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-11","23.9","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-12","27.8","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-13","26.1","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-14","18.3","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-15","17.8","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-16","21.7","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-17","22.8","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-18","23.3","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-19","21.1","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-20","21.1","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-21","18.9","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-22","20.6","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-23","22.8","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-24","21.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-25","8.9","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-26","10.0","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-27","14.4","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-28","16.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-29","19.4","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09-30","21.7","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-01","22.8","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-02","23.9","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-03","26.1","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-04","25.0","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-05","14.4","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-06","9.4","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-07","10.6","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-08","13.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-09","20.6","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-10","19.4","8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-11","17.2","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-12","20.0","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-13","21.1","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-14","21.7","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-15","15.0","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-16","12.8","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-17","8.9","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-18","13.9","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-19","14.4","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-20","18.9","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-21","18.3","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-22","17.2","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-23","20.0","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-24","21.7","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-25","19.4","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-26","5.6","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-27","4.4","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-28","9.4","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-29","15.6","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-30","10.6","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10-31","19.4","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-01","18.3","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-02","18.3","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-03","15.6","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-04","15.6","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-05","10.0","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-06","15.0","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-07","15.0","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-08","16.7","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-09","9.4","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-10","13.9","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-11","10.0","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-12","11.1","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-13","15.6","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-14","16.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-15","20.6","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-16","17.8","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-17","13.3","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-18","11.1","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-19","12.2","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-20","5.6","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-21","10.0","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-22","10.0","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-23","14.4","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-24","16.1","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11-25","17.8","7.2"
